pid,process_name,access_label,success,error_code,error_message
4236,ITBMSvc.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
4236,ITBMSvc.exe,PROCESS_VM_READ,0,5,"Access denied"
4236,ITBMSvc.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
4236,ITBMSvc.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
4236,ITBMSvc.exe,PROCESS_VM_WRITE,0,5,"Access denied"
4236,ITBMSvc.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
4244,svchost.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
4244,svchost.exe,PROCESS_VM_READ,0,5,"Access denied"
4244,svchost.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
4244,svchost.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
4244,svchost.exe,PROCESS_VM_WRITE,0,5,"Access denied"
4244,svchost.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
4252,svchost.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
4252,svchost.exe,PROCESS_VM_READ,0,5,"Access denied"
4252,svchost.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
4252,svchost.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
4252,svchost.exe,PROCESS_VM_WRITE,0,5,"Access denied"
4252,svchost.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
4260,Antares Central Services.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
4260,Antares Central Services.exe,PROCESS_VM_READ,0,5,"Access denied"
4260,Antares Central Services.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
4260,Antares Central Services.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
4260,Antares Central Services.exe,PROCESS_VM_WRITE,0,5,"Access denied"
4260,Antares Central Services.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
4268,svchost.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
4268,svchost.exe,PROCESS_VM_READ,0,5,"Access denied"
4268,svchost.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
4268,svchost.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
4268,svchost.exe,PROCESS_VM_WRITE,0,5,"Access denied"
4268,svchost.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
4276,ControlServer.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
4276,ControlServer.exe,PROCESS_VM_READ,0,5,"Access denied"
4276,ControlServer.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
4276,ControlServer.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
4276,ControlServer.exe,PROCESS_VM_WRITE,0,5,"Access denied"
4276,ControlServer.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
4304,BtwRSupportService.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
4304,BtwRSupportService.exe,PROCESS_VM_READ,0,5,"Access denied"
4304,BtwRSupportService.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
4304,BtwRSupportService.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
4304,BtwRSupportService.exe,PROCESS_VM_WRITE,0,5,"Access denied"
4304,BtwRSupportService.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
4356,ErgonomicKBNotificationService.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
4356,ErgonomicKBNotificationService.exe,PROCESS_VM_READ,0,5,"Access denied"
4356,ErgonomicKBNotificationService.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
4356,ErgonomicKBNotificationService.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
4356,ErgonomicKBNotificationService.exe,PROCESS_VM_WRITE,0,5,"Access denied"
4356,ErgonomicKBNotificationService.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
4396,LDSvc.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
4396,LDSvc.exe,PROCESS_VM_READ,0,5,"Access denied"
4396,LDSvc.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
4396,LDSvc.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
4396,LDSvc.exe,PROCESS_VM_WRITE,0,5,"Access denied"
4396,LDSvc.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
4440,nvcontainer.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
4440,nvcontainer.exe,PROCESS_VM_READ,0,5,"Access denied"
4440,nvcontainer.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
4440,nvcontainer.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
4440,nvcontainer.exe,PROCESS_VM_WRITE,0,5,"Access denied"
4440,nvcontainer.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
4536,NIHostIntegrationAgent.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
4536,NIHostIntegrationAgent.exe,PROCESS_VM_READ,0,5,"Access denied"
4536,NIHostIntegrationAgent.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
4536,NIHostIntegrationAgent.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
4536,NIHostIntegrationAgent.exe,PROCESS_VM_WRITE,0,5,"Access denied"
4536,NIHostIntegrationAgent.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
4708,svchost.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
4708,svchost.exe,PROCESS_VM_READ,0,5,"Access denied"
4708,svchost.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
4708,svchost.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
4708,svchost.exe,PROCESS_VM_WRITE,0,5,"Access denied"
4708,svchost.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
4732,dasHost.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
4732,dasHost.exe,PROCESS_VM_READ,0,5,"Access denied"
4732,dasHost.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
4732,dasHost.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
4732,dasHost.exe,PROCESS_VM_WRITE,0,5,"Access denied"
4732,dasHost.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
4768,svchost.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
4768,svchost.exe,PROCESS_VM_READ,0,5,"Access denied"
4768,svchost.exe,QUERY_INFORMATION | VM_READ,0,5,"Access denied"
4768,svchost.exe,PROCESS_VM_OPERATION,0,5,"Access denied"
4768,svchost.exe,PROCESS_VM_WRITE,0,5,"Access denied"
4768,svchost.exe,PROCESS_CREATE_THREAD,0,5,"Access denied"
4884,svchost.exe,PROCESS_QUERY_INFORMATION,0,5,"Access denied"
4884,svchost.exe,PROCESS_VM_READ,0,5,"Access denied"
